id,name,state_id,is_legislator,chamber,start_command,end_command,block_id
law_deputy_20,"BALCEDO, MARIA ESTER",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_21,"BARBIERI, MARIO LEANDRO",Buenos Aires,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_22,"BARCHETTA, OMAR SEGUNDO",Santa Fe,True,deputies,2011-12-10,2015-12-09,PARTIDO SOCIALISTA
law_deputy_23,"BARRANDEGUY, RAUL ENRIQUE",Entre Ríos,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_24,"BASTERRA, LUIS EUGENIO",Formosa,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_25,"BAZZE, MIGUEL ANGEL",Buenos Aires,True,deputies,2011-12-10,2015-12-09,UCR
law_deputy_26,"BEDANO, NORA ESTHER",Córdoba,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_27,"BENEDETTI, ATILIO FRANCISCO SALVADOR",Entre Ríos,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_28,"BERNAL, MARIA EUGENIA",Jujuy,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_29,"BERTOL, PAULA MARIA",Ciudad Autónoma de Buenos Aires,True,deputies,2009-12-10,2013-12-09,PRO
law_deputy_30,"BERTONE, ROSANA ANDREA",Tierra del Fuego,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_31,"BETTANIN, JUAN CARLOS",Santa Fe,True,deputies,2009-12-10,2013-12-09,FRENTE NUEVO ENCUENTRO
law_deputy_32,"BIANCHI, IVANA MARIA",San Luis,True,deputies,2011-12-10,2015-12-09,COMPROMISO FEDERAL
law_deputy_33,"BIANCHI, MARIA DEL CARMEN",Ciudad Autónoma de Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_34,"BIDEGAIN, GLORIA",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_35,"BIELLA CALVET, BERNARDO JOSE",Salta,True,deputies,2011-12-10,2015-12-09,UDESO SALTA
law_deputy_36,"BLANCO DE PERALTA, BLANCA",Santa Cruz,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_37,"BRAWER, MARA",Ciudad Autónoma de Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_38,"BRILLO, JOSE RICARDO",Neuquén,True,deputies,2009-12-10,2013-12-09,MOV POP NEUQUINO
law_deputy_39,"BRIZUELA Y DORIA DE CARA, OLGA INES",La Rioja,True,deputies,2011-12-10,2015-12-09,UCR
law_deputy_40,"BROMBERG, ISAAC BENJAMIN",Tucumán,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_41,"BROWN, CARLOS RAMON",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PERONISTA
law_deputy_42,"BRUE, DANIEL AGUSTIN",Santiago del Estero,True,deputies,2009-12-10,2013-12-09,FRENTE CIVICO POR SANTIAGO
law_deputy_43,"BULLRICH, PATRICIA",Ciudad Autónoma de Buenos Aires,True,deputies,2011-12-10,2015-12-09,UNION POR TODOS
law_deputy_44,"BURYAILE, RICARDO",Formosa,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_45,"CALCAGNO Y MAILLMAN, ERIC",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_46,"CAMAÑO, GRACIELA",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE RENOVADOR
law_deputy_47,"CARDELLI, JORGE JUSTO",Ciudad Autónoma de Buenos Aires,True,deputies,2009-12-10,2013-12-09,MOVIMIENTO PROYECTO SUR
law_deputy_48,"CARLOTTO, REMO GERARDO",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_49,"CARMONA, GUILLERMO RAMON",Mendoza,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_50,"CARRANZA, CARLOS ALBERTO",Santa Fe,True,deputies,2009-12-10,2013-12-09,FRENTE RENOVADOR
law_deputy_51,"CARRILLO, MARIA DEL CARMEN",Tucumán,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_52,"CARRIO, ELISA MARIA AVELINA",Ciudad Autónoma de Buenos Aires,True,deputies,2009-12-10,2013-12-09,COALICION CIVICA - ARI
law_deputy_53,"CASAÑAS, JUAN FRANCISCO",Tucumán,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_54,"CASELLES, GRACIELA MARIA",San Juan,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PARTIDO BLOQUISTA
law_deputy_55,"CASTAÑON, HUGO",Río Negro,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_56,"CATALAN MAGNI, JULIO CESAR",Tierra del Fuego,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_57,"CEJAS, JORGE ALBERTO",Río Negro,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_58,"CHEMES, JORGE OMAR",Entre Ríos,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_59,"CHIENO, MARIA ELENA PETRONA",Corrientes,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_60,"CIAMPINI, JOSE ALBERTO",Neuquén,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_61,"CICILIANI, ALICIA MABEL",Santa Fe,True,deputies,2009-12-10,2013-12-09,PARTIDO SOCIALISTA
law_deputy_62,"CIGOGNA, LUIS FRANCISCO JORGE",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_63,"CLERI, MARCOS",Santa Fe,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_64,"COMELLI, ALICIA MARCELA",Neuquén,True,deputies,2011-12-10,2015-12-09,MOV POP NEUQUINO
law_deputy_65,"COMI, CARLOS MARCELO",Santa Fe,True,deputies,2009-12-10,2013-12-09,COALICION CIVICA - ARI
law_deputy_66,"CONTI, DIANA BEATRIZ",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_67,"CONTRERA, MONICA GRACIELA",Chubut,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_68,"CORDOBA, STELLA MARIS",Tucumán,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_69,"CORTINA, ROY",Ciudad Autónoma de Buenos Aires,True,deputies,2011-12-10,2015-12-09,PARTIDO SOCIALISTA
law_deputy_70,"COSTA, EDUARDO RAUL",Santa Cruz,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_71,"CREMER DE BUSTI, MARIA CRISTINA",Entre Ríos,True,deputies,2009-12-10,2013-12-09,FRENTE PERONISTA
law_deputy_72,"CUCCOVILLO, RICARDO OSCAR",Buenos Aires,True,deputies,2011-12-10,2015-12-09,PARTIDO SOCIALISTA
law_deputy_73,"CURRILEN, OSCAR RUBEN",Chubut,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_74,"DATO, ALFREDO CARLOS",Tucumán,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_75,"DE FERRARI RUEDA, PATRICIA",Córdoba,True,deputies,2011-12-10,2015-12-09,UCR
law_deputy_76,"DE GENNARO, VICTOR NORBERTO",Buenos Aires,True,deputies,2011-12-10,2015-12-09,UNIDAD POPULAR
law_deputy_77,"DE MARCHI, OMAR BRUNO",Mendoza,True,deputies,2009-12-10,2013-12-09,DEMOCRATA DE MENDOZA
law_deputy_78,"DE NARVAEZ, FRANCISCO",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PERONISTA
law_deputy_79,"DE PEDRO, EDUARDO ENRIQUE",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_80,"DE PRAT GAY, ALFONSO",Ciudad Autónoma de Buenos Aires,True,deputies,2009-12-10,2013-12-09,COALICION CIVICA - ARI
law_deputy_81,"DEPETRI, EDGARDO FERNANDO",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_82,"DI TULLIO, JULIANA",Buenos Aires,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_83,"DIAZ BANCALARI, JOSE MARIA",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_84,"DIAZ ROIG, JUAN CARLOS",Formosa,True,deputies,2009-12-10,2013-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_85,"DOMINGUEZ, JULIAN ANDRES",Buenos Aires,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_86,"DONDA PEREZ, VICTORIA ANALIA",Buenos Aires,True,deputies,2011-12-10,2015-12-09,LIBRES DEL SUR
law_deputy_87,"DONKIN, CARLOS GUILLERMO",Formosa,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_88,"DUCLOS, OMAR ARNALDO",Buenos Aires,True,deputies,2011-12-10,2015-12-09,GEN
law_deputy_89,"ELORRIAGA, OSVALDO ENRIQUE",Entre Ríos,True,deputies,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ
law_deputy_90,"ESPINDOLA, GLADYS SUSANA",Córdoba,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_91,"FADUL, LILIANA",Tierra del Fuego,True,deputies,2009-12-10,2013-12-09,PARTIDO FEDERAL FUEGUINO
law_deputy_92,"FAUSTINELLI, HIPOLITO",Córdoba,True,deputies,2009-12-10,2013-12-09,UCR
law_deputy_93,"FAVARIO, CARLOS ALBERTO",Santa Fe,True,deputies,2009-12-10,2013-12-09,DEMOCRATA PROGRESISTA
